price,brand,model,trim,kilometers,year,vehicle_age_years,regional_specs,doors,body_type,fuel_type,seating_capacity,transmission_type,engine_capacity_cc,horsepower,no_of_cylinders,exterior_color,interior_color,warranty,address,country,city,area_name,location_name,latitude,longitude,seller_type
72000,Infiniti,QX80,Luxury,203000,2011,13,GCC Specs,5,SUV,Petrol,7,Automatic Transmission,4000+ cc,500 - 599 HP,8,Brown,Beige,Does not apply,"Dubai, UAE",UAE,Dubai,,,25.2653471,55.2924914,Owner
62000,BMW,X4,xDrive35i,157000,2015,9,GCC Specs,4,Crossover,Petrol,5,Automatic Transmission,,200 - 299 HP,6,White,Tan,No,"Al Qusais 3, Al Qusais Residential Area, Al Qusais, Dubai, UAE",UAE,Dubai,Al Qusais,Al Qusais Residential Area,25.26927935,55.3870977518672,Dealer
89000,Infiniti,QX80,Luxury,109000,2015,9,GCC Specs,4,SUV,Petrol,7,Automatic Transmission,,300 - 399 HP,8,White,Tan,No,"Al Qusais 1, Al Qusais Residential Area, Al Qusais, Dubai, UAE",UAE,Dubai,Al Qusais,Al Qusais Residential Area,25.26927935,55.3870977518672,Dealer
69000,Jeep,Wrangler,Sport,123000,2016,8,GCC Specs,2,Crossover,Petrol,5,Automatic Transmission,,200 - 299 HP,6,Black,Black,No,"Al Qusais 1, Al Qusais Residential Area, Al Qusais, Dubai, UAE",UAE,Dubai,Al Qusais,Al Qusais Residential Area,25.26927935,55.3870977518672,Dealer
89500,Jaguar,F-Pace,Other,122000,2017,7,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,3000 - 3499 cc,200 - 299 HP,6,White,Beige,No,"Arabella 2, Arabella Townhouses, Mudon, Dubai, UAE",UAE,Dubai,Mudon,Arabella Townhouses,25.01302625,55.26653991383117,Owner
117000,Porsche,Cayenne,Platinum Edition,112000,2016,8,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,6,Silver,Brown,No,"Arabella 2, Arabella Townhouses, Mudon, Dubai, UAE",UAE,Dubai,Mudon,Arabella Townhouses,25.01302625,55.26653991383117,Owner
66000,Land Rover,Range Rover Evoque,Dynamic Plus,123000,2015,9,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,1500 - 1999 cc,200 - 299 HP,4,Red,Unknown,No,"Arabella 2, Arabella Townhouses, Mudon, Dubai, UAE",UAE,Dubai,Mudon,Arabella Townhouses,25.01302625,55.26653991383117,Owner
107000,Porsche,Macan,Macan S,123000,2015,9,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,6,White,Unknown,No,"Arabella 2, Arabella Townhouses, Mudon, Dubai, UAE",UAE,Dubai,Mudon,Arabella Townhouses,25.01302625,55.26653991383117,Owner
53500,Hyundai,H1,GL,188000,2019,5,GCC Specs,4,Van,Petrol,8,Automatic Transmission,,100 - 199 HP,4,White,Unknown,No,"Al Qusais 1, Al Qusais Residential Area, Al Qusais, Dubai, UAE",UAE,Dubai,Al Qusais,Al Qusais Residential Area,25.26927935,55.3870977518672,Dealer
52500,Mitsubishi,Xpander,GLS,65000,2021,3,GCC Specs,4,Crossover,Petrol,7,Automatic Transmission,,100 - 199 HP,4,Grey,Black,Yes,"Al Qusais 1, Al Qusais Residential Area, Al Qusais, Dubai, UAE",UAE,Dubai,Al Qusais,Al Qusais Residential Area,25.26927935,55.3870977518672,Dealer
315000,Mercedes-AMG,GT,Other,18000,2021,3,GCC Specs,4,Wagon,Petrol,5,Automatic Transmission,,200 - 299 HP,6,White,Black,No,"Al Qusais 1, Al Qusais Residential Area, Al Qusais, Dubai, UAE",UAE,Dubai,Al Qusais,Al Qusais Residential Area,25.26927935,55.3870977518672,Dealer
89000,Subaru,WRX,WRX,82000,2020,4,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,,200 - 299 HP,4,Blue,Black,Yes,"Al Qusais 1, Al Qusais Residential Area, Al Qusais, Dubai, UAE",UAE,Dubai,Al Qusais,Al Qusais Residential Area,25.26927935,55.3870977518672,Dealer
109000,Porsche,Cayenne,Standard,104000,2016,8,Canadian Specs,4,SUV,Petrol,5,Automatic Transmission,,200 - 299 HP,6,White,Black,No,"Al Qusais 1, Al Qusais Residential Area, Al Qusais, Dubai, UAE",UAE,Dubai,Al Qusais,Al Qusais Residential Area,25.26927935,55.3870977518672,Dealer
83000,Chevrolet,Captiva,Other,15,2024,0,GCC Specs,4,Crossover,Petrol,7,Automatic Transmission,,,4,Black,Beige,Yes,"Al Qusais 3, Al Qusais Residential Area, Al Qusais, Dubai, UAE",UAE,Dubai,Al Qusais,Al Qusais Residential Area,25.26927935,55.3870977518672,Dealer
89000,Jeep,Cherokee,Sport,31000,2020,4,GCC Specs,4,Crossover,Petrol,5,Automatic Transmission,,200 - 299 HP,6,Blue,Black,Yes,"Al Qusais 1, Al Qusais Residential Area, Al Qusais, Dubai, UAE",UAE,Dubai,Al Qusais,Al Qusais Residential Area,25.26927935,55.3870977518672,Dealer
66000,Kia,Sorento,EX,69000,2019,5,GCC Specs,4,SUV,Petrol,7,Automatic Transmission,,100 - 199 HP,4,Silver,Black,Yes,"Al Qusais 1, Al Qusais Residential Area, Al Qusais, Dubai, UAE",UAE,Dubai,Al Qusais,Al Qusais Residential Area,25.26927935,55.3870977518672,Dealer
52000,Mazda,CX-3,Standard,73000,2019,5,GCC Specs,4,Crossover,Petrol,5,Automatic Transmission,,100 - 199 HP,4,Red,Black,Yes,"Al Qusais 1, Al Qusais Residential Area, Al Qusais, Dubai, UAE",UAE,Dubai,Al Qusais,Al Qusais Residential Area,25.26927935,55.3870977518672,Dealer
122000,Mercedes-Benz,E-Class,E 500,84000,2016,8,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,,300 - 399 HP,8,White,Brown,No,"Al Qusais 1, Al Qusais Residential Area, Al Qusais, Dubai, UAE",UAE,Dubai,Al Qusais,Al Qusais Residential Area,25.26927935,55.3870977518672,Dealer
58000,Mitsubishi,Pajero,GLS 5 Door,127000,2018,6,GCC Specs,4,SUV,Petrol,7,Automatic Transmission,,200 - 299 HP,6,White,Beige,Yes,"Al Qusais 1, Al Qusais Residential Area, Al Qusais, Dubai, UAE",UAE,Dubai,Al Qusais,Al Qusais Residential Area,25.26927935,55.3870977518672,Dealer
63000,BMW,X5,xDrive35i,156000,2015,9,GCC Specs,4,SUV,Petrol,0,Automatic Transmission,,200 - 299 HP,6,White,Brown,No,"Al Qusais 1, Al Qusais Residential Area, Al Qusais, Dubai, UAE",UAE,Dubai,Al Qusais,Al Qusais Residential Area,25.26927935,55.3870977518672,Dealer
65000,Audi,Q7,S-line,32000,2010,14,GCC Specs,4,SUV,Petrol,7,Automatic Transmission,,300 - 399 HP,8,White,Beige,No,"Al Qusais 1, Al Qusais Residential Area, Al Qusais, Dubai, UAE",UAE,Dubai,Al Qusais,Al Qusais Residential Area,25.26927935,55.3870977518672,Dealer
79000,Changan,CS85,Premium,47000,2022,2,GCC Specs,4,Crossover,Petrol,5,Automatic Transmission,,,4,White,Unknown,Yes,"Al Qusais 3, Al Qusais Residential Area, Al Qusais, Dubai, UAE",UAE,Dubai,Al Qusais,Al Qusais Residential Area,25.26927935,55.3870977518672,Dealer
27900,Nissan,Altima,SV,199000,2015,9,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,,,4,White,Beige,Does not apply,"Al Barsha, Dubai, UAE",UAE,Dubai,Al Barsha,,25.096326,55.1984022,Owner
115000,Kia,Carnival,Other,99000,2021,3,GCC Specs,4,Van,Diesel,6,Automatic Transmission,,200 - 299 HP,6,Black,Beige,No,"Al Qusais 1, Al Qusais Residential Area, Al Qusais, Dubai, UAE",UAE,Dubai,Al Qusais,Al Qusais Residential Area,25.26927935,55.3870977518672,Dealer
689000,Land Rover,Range Rover,Autobiography,32000,2022,2,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,,500 - 599 HP,8,White,Black,Yes,"Arabian Ranches, Dubai, UAE",UAE,Dubai,Arabian Ranches,,25.04875135,55.26728851815184,Owner
68000,Chevrolet,Captiva,Other,48000,2023,1,GCC Specs,4,SUV,Petrol,7,Automatic Transmission,Unknown,Unknown,4,Black,Black,Yes,"Aviation City, Dubai South, Dubai, UAE",UAE,Dubai,Dubai South,Aviation City,,,Owner
55000,Toyota,Fortuner,TRD Sportivo,189500,2014,10,GCC Specs,5,SUV,Petrol,7,Automatic Transmission,,Unknown,4,Silver,Beige,No,"Arabian Ranches, Dubai, UAE",UAE,Dubai,Arabian Ranches,,25.04875135,55.26728851815184,Owner
28000,Mercedes-Benz,E-Class,E 350,277934,2010,14,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,3000 - 3499 cc,200 - 299 HP,6,Black,Brown,No,"Dubai, UAE",UAE,Dubai,,,25.2653471,55.2924914,Owner
38000,Jeep,Grand Cherokee,Limited,186000,2014,10,GCC Specs,5,SUV,Petrol,0,Automatic Transmission,,200 - 299 HP,6,White,Beige,No,"Dubai, UAE",UAE,Dubai,,,25.2653471,55.2924914,Owner
1399,Lamborghini,Huracan,Tecnica,0,2024,0,GCC Specs,2,Soft Top Convertible,Petrol,0,Automatic Transmission,,600 - 699 HP,10,Blue,Black,Yes,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,25.167737,55.231018,Dealer
1449,Ferrari,F8 Tributo,Other,5559,2022,2,European Specs,2,Sports Car,Petrol,0,Automatic Transmission,,700 - 799 HP,8,Grey,Unknown,Yes,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,25.167737,55.231018,Dealer
186000,Mercedes-Benz,GLA,35 AMG,60855,2021,3,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,2000 - 2499 cc,300 - 399 HP,4,Black,Unknown,No,"Dubai Silicon Oasis (DSO), Dubai, UAE",UAE,Dubai,Dubai Silicon Oasis (DSO),,,,Dealer
23500,Toyota,Corolla,SE,215122,2015,9,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,1000 - 1499 cc,0 - 99 HP,4,White,Beige,No,"Al Mizhar 1, Al Mizhar, Dubai, UAE",UAE,Dubai,Al Mizhar,Al Mizhar 1,25.24469595,55.44171360905685,Owner
749000,Chevrolet,Corvette,Z06,10000,2023,1,GCC Specs,2,Sports Car,Petrol,2,Automatic Transmission,4000+ cc,700 - 799 HP,8,Blue,White,Yes,"Al Quoz 2, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz 2,25.1247031,55.2512075,Dealer
1975,Rolls-Royce,Cullinan,Black Badge,0,2023,1,European Specs,5,SUV,Petrol,0,Automatic Transmission,,600 - 699 HP,12,Black,Blue,Yes,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,25.167737,55.231018,Dealer
1699,Rolls-Royce,Cullinan,Standard,23000,2021,3,European Specs,4,SUV,Petrol,0,Automatic Transmission,,700 - 799 HP,12,Black,Black,Yes,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,25.167737,55.231018,Dealer
2149,Rolls-Royce,Ghost,Other,1678,2022,2,GCC Specs,5,Sedan,Petrol,0,Automatic Transmission,,500 - 599 HP,8,Grey,Blue,Yes,"Al Safa 1, Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,Al Safa 1,25.17546645,55.23847392629866,Dealer
1049,Bentley,Continental GT,Other,7455,2022,2,GCC Specs,2,Coupe,Petrol,0,Automatic Transmission,,600 - 699 HP,12,Blue,Black,Yes,"Al Safa 1, Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,Al Safa 1,25.17546645,55.23847392629866,Dealer
73000,BMW,X1,sDrive20i,125214,2018,6,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,2000 - 2499 cc,100 - 199 HP,4,Black,Beige,No,"Town Square, Dubai, UAE",UAE,Dubai,Town Square,,,,Dealer
1549,Bentley,Continental GTC,Other,0,2024,0,European Specs,2,Soft Top Convertible,Petrol,0,Automatic Transmission,,600 - 699 HP,12,Grey,Blue,Yes,"Dubai Marina, Dubai, UAE",UAE,Dubai,Dubai Marina,,25.0786415,55.1352524,Dealer
1249,Bentley,Bentayga,Standard,0,2023,1,European Specs,4,SUV,Petrol,0,Automatic Transmission,,500 - 599 HP,8,Black,Unknown,Yes,"Al Safa 1, Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,Al Safa 1,25.17546645,55.23847392629866,Dealer
1375,Bentley,Bentayga,Standard,0,2023,1,European Specs,5,SUV,Petrol,5,Automatic Transmission,,500 - 599 HP,8,Grey,Blue,Yes,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,25.167737,55.231018,Dealer
1649,Ferrari,F8 Spider,,0,2023,1,European Specs,2,Sports Car,Petrol,0,Automatic Transmission,,700 - 799 HP,8,Other Color,Green,Yes,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,25.167737,55.231018,Dealer
1399,Lamborghini,Urus,Standard,0,2024,0,European Specs,5,SUV,Petrol,0,Automatic Transmission,,600 - 699 HP,8,Black,Unknown,Yes,"Al Safa 1, Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,Al Safa 1,25.17546645,55.23847392629866,Dealer
1499,Lamborghini,Urus,Standard,0,2023,1,GCC Specs,4,SUV,Petrol,0,Automatic Transmission,,500 - 599 HP,8,Blue,Black,No,"Dubai Marina, Dubai, UAE",UAE,Dubai,Dubai Marina,,25.0786415,55.1352524,Dealer
1599,Lamborghini,Urus,Standard,7700,2023,1,GCC Specs,5,SUV,Petrol,0,Automatic Transmission,,600 - 699 HP,8,White,Black,Yes,"Dubai Marina, Dubai, UAE",UAE,Dubai,Dubai Marina,,25.0786415,55.1352524,Dealer
1525,Lamborghini,Urus,Standard,90,2023,1,European Specs,5,SUV,Petrol,0,Automatic Transmission,,600 - 699 HP,8,Blue,Black,Yes,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,25.167737,55.231018,Dealer
119000,BMW,7-Series,740li Luxury,99000,2016,8,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,,,6,Black,Beige,Yes,"Souq Al Haraj / Tasjeel Village, Saif Zone (Sharjah International Airport Free Zone), Sharjah, UAE",UAE,Sharjah,Saif Zone (Sharjah International Airport Free Zone),Souq Al Haraj / Tasjeel Village,25.343567,55.473511,Dealer
90000,Mercedes-Benz,GL-Class,GL 500 4matic,199000,2015,9,GCC Specs,4,SUV,Petrol,7,Automatic Transmission,,500 - 599 HP,8,White,Brown,No,"Dubai Design District, Dubai, UAE",UAE,Dubai,Dubai Design District,,25.189933000000003,55.30201729029881,Owner
192000,Mercedes-Benz,C-Class,C63 AMG,22500,2017,7,Japanese Specs,2,Coupe,Petrol,4,Automatic Transmission,4000+ cc,400 - 499 HP,8,White,Black,No,"Dubai, UAE",UAE,Dubai,,,25.2653471,55.2924914,Owner
27000,Mazda,6,S Grade,80000,2014,10,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,2000 - 2499 cc,100 - 199 HP,4,White,Unknown,No,"Al Bateen Airport, Al Matar, Abu Dhabi, UAE",UAE,Abu Dhabi,Al Matar,Al Bateen Airport,,,Owner
30000,Mitsubishi,Lancer,GLX Plus,84526,2017,7,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,4,Grey,Black,No,"Corniche Area, Abu Dhabi, UAE",UAE,Abu Dhabi,Corniche Area,,,,Owner
335000,Mercedes-Benz,S-Class,S 400,49000,2022,2,Korean Specs,4,Sedan,Diesel,5,Automatic Transmission,,300 - 399 HP,6,Black,Brown,No,"Ras Al Khaimah, UAE",UAE,Ras Al Khaimah,,,25.7737705,55.938232,Owner
12700,Nissan,Altima,S,240000,2008,16,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,4,Black,Beige,Yes,"Dubai Production City (IMPZ), Dubai, UAE",UAE,Dubai,Dubai Production City (IMPZ),,,,Owner
54000,Volkswagen,Scirocco,SEL,82000,2015,9,GCC Specs,3,Coupe,Petrol,4,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,4,Blue,White,No,"Dubai, UAE",UAE,Dubai,,,25.2653471,55.2924914,Owner
39900,Kia,Rio,LX,100081,2020,4,GCC Specs,5,Hatchback,Petrol,5,Automatic Transmission,1000 - 1499 cc,100 - 199 HP,4,White,Unknown,Yes,"Al Quoz Industrial Area 3, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,25.1524105,55.2340999,Dealer
104900,Mazda,CX-9,GT,41554,2020,4,GCC Specs,5,SUV,Petrol,7,Automatic Transmission,2500 - 2999 cc,100 - 199 HP,4,Red,Unknown,Yes,"Al Quoz Industrial Area 3, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,25.1524105,55.2340999,Dealer
59900,Hyundai,Elantra,GL,76851,2022,2,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,1500 - 1999 cc,100 - 199 HP,4,White,Unknown,Yes,"Al Quoz Industrial Area 3, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,25.1524105,55.2340999,Dealer
60000,BMW,7-Series,730Li,105821,2015,9,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,3000 - 3499 cc,200 - 299 HP,6,Grey,Brown,No,"Za'abeel 1, Za'abeel, Dubai, UAE",UAE,Dubai,Za'abeel,Za'abeel 1,25.226715,55.29291535225927,Dealer
38000,Toyota,Corolla,SE,95500,2015,9,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,2000 - 2499 cc,100 - 199 HP,4,White,Beige,No,"Saadiyat Island, Abu Dhabi, UAE",UAE,Abu Dhabi,Saadiyat Island,,24.54597235,54.44368803118431,Owner
145000,Mercedes-Benz,SL-Class,SL 400,88000,2016,8,GCC Specs,2,Hard Top Convertible,Petrol,2,Automatic Transmission,3500 - 3999 cc,300 - 399 HP,6,White,Unknown,No,"Dubai Marina, Dubai, UAE",UAE,Dubai,Dubai Marina,,25.0786415,55.1352524,Owner
65000,BMW,6-Series,640i Gran Coupe,95000,2013,11,GCC Specs,4,Sedan,Petrol,4,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,6,Grey,Brown,No,"Jumeirah Lake Towers (JLT), Dubai, UAE",UAE,Dubai,Jumeirah Lake Towers (JLT),,25.0690625,55.141165591907736,Owner
270000,BMW,X5,Xdrive 40i,44000,2022,2,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,6,White,Beige,Yes,"Jumeirah Lake Towers (JLT), Dubai, UAE",UAE,Dubai,Jumeirah Lake Towers (JLT),,25.0690625,55.141165591907736,Owner
745000,Bentley,Bentayga,Standard,20500,2022,2,European Specs,5,SUV,Petrol,0,Automatic Transmission,,400 - 499 HP,8,Beige,Other Color,Yes,"Dubai Creek Harbour, Dubai, UAE",UAE,Dubai,Dubai Creek Harbour,,25.197978,55.36037960558315,Owner
280000,Audi,Q8,S-Line Sports,42000,2022,2,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,6,Grey,Black,Yes,"Jumeirah Lake Towers (JLT), Dubai, UAE",UAE,Dubai,Jumeirah Lake Towers (JLT),,25.0690625,55.141165591907736,Owner
55000,Hyundai,Sonata,SE,110000,2021,3,American Specs,4,Sedan,Petrol,5,Automatic Transmission,2000 - 2499 cc,100 - 199 HP,4,Grey,Beige,Does not apply,"Al Qusais Industrial 3, Al Qusais Industrial Area, Al Qusais, Dubai, UAE",UAE,Dubai,Al Qusais,Al Qusais Industrial Area,25.2806161,55.3872945,Owner
32000,Infiniti,QX50,Luxury,130000,2014,10,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,3500 - 3999 cc,200 - 299 HP,6,Burgundy,Beige,No,"Qasr El Bahr, Abu Dhabi, UAE",UAE,Abu Dhabi,Qasr El Bahr,,24.4751581,54.3968725,Owner
9999,Nissan,Altima,S,340000,2008,16,American Specs,4,Sedan,Petrol,5,Automatic Transmission,1000 - 1499 cc,100 - 199 HP,4,White,Tan,Does not apply,"Al Mushrif, Abu Dhabi, UAE",UAE,Abu Dhabi,Al Mushrif,,24.44108515,54.38421822124704,Owner
158000,Land Rover,Range Rover Sport,HSE,43500,2018,6,Other,4,SUV,Petrol,0,Automatic Transmission,,300 - 399 HP,6,White,Beige,No,"Dubai, UAE",UAE,Dubai,,,25.2653471,55.2924914,Owner
34000,Jeep,Wrangler Unlimited,Sahara,169000,2008,16,American Specs,5,Hard Top Convertible,Petrol,5,Automatic Transmission,3500 - 3999 cc,300 - 399 HP,6,Green,Green,No,"Al Khail Gate Phase 2, Al Khail Gate, Al Quoz Industrial Area 2, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,25.1524105,55.2340999,Owner
37000,Hyundai,Sonata,Sport,102000,2019,5,American Specs,4,Sedan,Petrol,5,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,4,Black,Black,Yes,"Al Nahda 2, Al Nahda (Dubai), Dubai, UAE",UAE,Dubai,Al Nahda (Dubai),Al Nahda 2,25.2913041,55.3744578,Owner
90000,BMW,7-Series,750Li,138000,2016,8,GCC Specs,5,Sedan,Petrol,5,Automatic Transmission,4000+ cc,400 - 499 HP,8,Black,Brown,No,"Dubai Hills Estate, Dubai, UAE",UAE,Dubai,Dubai Hills Estate,,25.09872095,55.25394008697513,Owner
138990,Jaguar,XE,R-Sport,24000,2020,4,European Specs,4,Sedan,Petrol,5,Automatic Transmission,2000 - 2499 cc,300 - 399 HP,4,Grey,Unknown,No,"DAMAC Hills 2 (Akoya by DAMAC), Dubai, UAE",UAE,Dubai,DAMAC Hills 2 (Akoya by DAMAC),,,,Owner
44000,Honda,Odyssey,LX,110000,2016,8,GCC Specs,4,SUV,Petrol,0,Automatic Transmission,,200 - 299 HP,6,White,Beige,No,"Dubai, UAE",UAE,Dubai,,,25.2653471,55.2924914,Owner
102000,Mitsubishi,Pajero,Signature Edition,40000,2020,4,GCC Specs,4,SUV,Petrol,7,Automatic Transmission,3500 - 3999 cc,200 - 299 HP,6,Black,Black,Yes,"Dubai Festival City, Dubai, UAE",UAE,Dubai,Dubai Festival City,,25.2222708,55.3491663,Owner
215000,Cadillac,Escalade,ESV Platinum,85000,2020,4,GCC Specs,5,SUV,Petrol,8,Automatic Transmission,,300 - 399 HP,8,Black,Beige,Yes,"Cluster 22, Jumeirah Islands, Dubai, UAE",UAE,Dubai,Jumeirah Islands,Cluster 22,,,Owner
19950,Nissan,Murano,LE,210735,2013,11,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,,200 - 299 HP,6,Black,Beige,No,"Noor Townhouses, Town Square, Dubai, UAE",UAE,Dubai,Town Square,Noor Townhouses,,,Owner
255000,Land Rover,Range Rover Velar,R-Dynamic,45500,2020,4,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,4,White,Brown,Yes,"Business Bay, Dubai, UAE",UAE,Dubai,Business Bay,,25.18942655,55.26481901527489,Dealer
169000,Porsche,Cayenne,Platinum Edition,117500,2018,6,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,6,Black,Unknown,Yes,"Dubai Marina, Dubai, UAE",UAE,Dubai,Dubai Marina,,25.0786415,55.1352524,Dealer
389000,Land Rover,Range Rover,SV Autobiography,61000,2020,4,European Specs,4,SUV,Petrol,5,Automatic Transmission,4000+ cc,500 - 599 HP,8,Black,Unknown,Yes,"Business Bay, Dubai, UAE",UAE,Dubai,Business Bay,,25.18942655,55.26481901527489,Dealer
27000,MINI,Roadster,Cooper S,120000,2012,12,GCC Specs,2,Hatchback,Petrol,2,Automatic Transmission,1500 - 1999 cc,Unknown,4,Red,Black,Does not apply,"Al Barsha, Dubai, UAE",UAE,Dubai,Al Barsha,,25.096326,55.1984022,Owner
265000,Mercedes-Benz,S-Class,S 560 4MATIC,88000,2019,5,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,4000+ cc,400 - 499 HP,8,Grey,Unknown,Yes,"Downtown Dubai, Dubai, UAE",UAE,Dubai,Downtown Dubai,,25.18668425,55.27470526460112,Dealer
347000,Cadillac,Escalade,Premium,17000,2023,1,Canadian Specs,4,SUV,Petrol,7,Automatic Transmission,4000+ cc,400 - 499 HP,8,White,Black,Yes,"Downtown Dubai, Dubai, UAE",UAE,Dubai,Downtown Dubai,,25.18668425,55.27470526460112,Dealer
288000,Land Rover,Range Rover Sport,HST,14500,2021,3,Canadian Specs,4,SUV,Petrol,5,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,6,Black,Unknown,Yes,"Downtown Dubai, Dubai, UAE",UAE,Dubai,Downtown Dubai,,25.18668425,55.27470526460112,Dealer
315000,GMC,Yukon,XL Denali,6500,2023,1,Canadian Specs,4,SUV,Petrol,7,Automatic Transmission,4000+ cc,500 - 599 HP,8,White,Brown,Yes,"Downtown Dubai, Dubai, UAE",UAE,Dubai,Downtown Dubai,,25.18668425,55.27470526460112,Dealer
181000,Mercedes-Benz,S-Class,S 450,149000,2018,6,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,6,Black,Brown,Yes,"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,25.1524105,55.2340999,Dealer
169000,Mercedes-Benz,E-Class,E 250 CGI,19000,2021,3,Korean Specs,4,Sedan,Petrol,5,Automatic Transmission,2000 - 2499 cc,200 - 299 HP,4,White,Tan,Does not apply,"Downtown Dubai, Dubai, UAE",UAE,Dubai,Downtown Dubai,,25.18668425,55.27470526460112,Dealer
255000,Land Rover,Range Rover Sport,HST,21000,2021,3,Canadian Specs,4,SUV,Petrol,5,Automatic Transmission,3000 - 3499 cc,300 - 399 HP,6,White,Black,Yes,"Downtown Dubai, Dubai, UAE",UAE,Dubai,Downtown Dubai,,25.18668425,55.27470526460112,Dealer
188000,Mercedes-Benz,E-Class,E 350,32000,2021,3,European Specs,4,Sedan,Petrol,5,Automatic Transmission,2000 - 2499 cc,300 - 399 HP,4,Blue,Tan,No,"Dubai Design District, Dubai, UAE",UAE,Dubai,Dubai Design District,,25.189933000000003,55.30201729029881,Dealer
585000,Rolls-Royce,Wraith,Special Edition,47300,2016,8,GCC Specs,2,Coupe,Petrol,4,Automatic Transmission,4000+ cc,600 - 699 HP,12,Gold,White,Does not apply,"Downtown Dubai, Dubai, UAE",UAE,Dubai,Downtown Dubai,,25.18668425,55.27470526460112,Dealer
163000,Cadillac,CT6,Platinum,51000,2019,5,Canadian Specs,4,Sedan,Petrol,5,Automatic Transmission,3500 - 3999 cc,300 - 399 HP,6,Black,Black,Yes,"Downtown Dubai, Dubai, UAE",UAE,Dubai,Downtown Dubai,,25.18668425,55.27470526460112,Dealer
466000,Mercedes-Benz,S-Class,S 580,8200,2022,2,European Specs,4,Sedan,Petrol,5,Automatic Transmission,3500 - 3999 cc,400 - 499 HP,8,Black,Black,Yes,"Downtown Dubai, Dubai, UAE",UAE,Dubai,Downtown Dubai,,25.18668425,55.27470526460112,Dealer
367000,Aston Martin,DB11,V12 Coupe,28000,2017,7,European Specs,2,Coupe,Petrol,2,Automatic Transmission,4000+ cc,500 - 599 HP,12,Grey,Tan,Yes,"Downtown Dubai, Dubai, UAE",UAE,Dubai,Downtown Dubai,,25.18668425,55.27470526460112,Dealer
